source_id,dropbox_relative_path,role,bytes,sha256,stata_checksum,source_status,restriction
legacy_department_database,2 data/data_dpto.dta,department attributes and polygon ID,5885,FC59036A1E7EA6BC4391FF4B54E103F7E915C4B4E907E043C9FAB59F64101653,2990936360,checksum_locked_legacy_geometry,verify or replace with official versioned boundary source before publication
legacy_department_coordinates,2 data/coor_dpto.dta,department polygon coordinates,4996565,AC9ED64B37E41E1E8E3D4E2164D5E71AB39CA387213492AEA85DE57EADAF1D32,3955920608,checksum_locked_legacy_geometry,verify or replace with official versioned boundary source before publication
