outcome_id,outcome_var,outcome_label,paper_order,scale,moderator_id,moderator_label,moderator_tier,moderator_type,spec_id,estimator,estimand,h,n_left,n_right,min_cell,clusters,support_pass,estimate,standard_error,pvalue,ci_low,ci_high,control_sd,standardized_estimate,standardized_ci_low,standardized_ci_high,kp_f,sw_f_treat,sw_f_interaction,min_sw_f,underid_p,ar_p,gate_pass,gate_status,estimation_rc,p_holm,q_bh
P04,share_any_program_2013,Residents in any social program,4,100,S05,CCPP altitude,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,9.7434139,8.8762999,.27234042,-7.6538138,27.140642,14.081318,.69193906,-.54354382,1.9274219,,,,,,,1,assignment_hte_supported,0,,.6703764108511118
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,S05,CCPP altitude,secondary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,1.9504133,44.771564,.96525222,-85.80024,89.701073,12.313388,.15839778,-6.9680448,7.2848406,.17098856,.66456932,.34398782,.34398782,.44747069,.83867723,0,underidentified,0,,
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,S05,CCPP altitude,secondary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,22,44,1,-18.028835,68.164421,.79140204,-151.62865,115.57097,12.360498,-1.4585848,-12.267195,9.3500252,.10519468,.23903386,.2104715,.2104715,.59669042,.78972435,0,underidentified,0,,.9044594764709473
P05,wellbeing_core_proxy_2013,Core wellbeing proxy,5,100,S05,CCPP altitude,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,-18.994915,7.4274788,.010546275,-33.552505,-4.4373236,12.360498,-1.5367435,-2.7144947,-.35899231,,,,,,,1,assignment_hte_supported,0,,.144048144419988
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,S05,CCPP altitude,secondary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,-201.02682,319.57526,.52932042,-827.38281,425.32916,28.583105,-7.0330644,-28.946568,14.880439,.17098856,.66456932,.34398782,.34398782,.44747069,.21229473,0,underidentified,0,,
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,S05,CCPP altitude,secondary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,22,44,1,-253.71814,556.03571,.64817548,-1343.5281,836.0918,28.370176,-8.9431286,-47.357059,29.4708,.10519468,.23903386,.2104715,.2104715,.59669042,.31854063,0,underidentified,0,,.8443943170400766
P06,share_nbi_any_2013,Households with any unmet basic need,6,100,S05,CCPP altitude,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,-.6043694,14.318517,.96633214,-28.668148,27.459408,28.370176,-.021302985,-1.0105029,.967897,,,,,,,1,assignment_hte_supported,0,,.9663321375846863
P07,labor_force_participation_2013,Labor-force participation,7,100,S05,CCPP altitude,secondary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,-22.777933,70.357666,.74613118,-160.67642,115.12055,15.319365,-1.486872,-10.488452,7.5147085,.17098856,.66456932,.34398782,.34398782,.44747069,.61192483,0,underidentified,0,,
P07,labor_force_participation_2013,Labor-force participation,7,100,S05,CCPP altitude,secondary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,22,44,1,.44131932,86.568565,.99593246,-169.22995,170.11258,15.146849,.029136047,-11.172617,11.230889,.10519468,.23903386,.2104715,.2104715,.59669042,.70946032,0,underidentified,0,,.9959324598312378
P07,labor_force_participation_2013,Labor-force participation,7,100,S05,CCPP altitude,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,7.2121491,8.9594975,.42083552,-10.348143,24.772442,15.146849,.47614849,-.68318784,1.6354848,,,,,,,1,assignment_hte_supported,0,,.8355476545250934
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,S05,CCPP altitude,secondary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,.0075,41,22,22,43,1,79.327003,143.32077,.57992607,-201.57654,360.23053,15.72756,5.0438209,-12.816771,22.904413,.17098856,.66456932,.34398782,.34398782,.44747069,.23544392,0,underidentified,0,,
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,S05,CCPP altitude,secondary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,.0075,42,22,22,44,1,110.75314,255.99171,.66527385,-390.98141,612.48767,15.727614,7.0419536,-24.859549,38.943459,.10519468,.23903386,.2104715,.2104715,.59669042,.31660989,0,underidentified,0,,.8443943170400766
P08,share_educ_secondaryplus_2013,Secondary education or higher,8,100,S05,CCPP altitude,secondary,continuous,common_h_rdhte,rdhte,assignment_hte,.0075,42,22,22,44,1,-5.7036343,8.0812607,.48032168,-21.542614,10.135345,15.727614,-.36265096,-1.3697318,.64442986,,,,,,,1,assignment_hte_supported,0,,.8355476545250934
