outcome_id,outcome_label,paper_order,moderator_id,moderator_label,moderator_order,moderator_tier,value_label,raw_value,standardized_value,estimate,standard_error,pvalue,ci_low,ci_high,control_sd,standardized_estimate,standardized_ci_low,standardized_ci_high,gate_pass,gate_status
I04,Employed in the preceding month,4,S02,Distance to corresponding district capital,5,secondary,P25,1.053072171874275,-.62257594,.70384401,23.029293,.97561806,-44.432739,45.840427,49.920944,.014099172,-.89006203,.9182604,0,underidentified
I04,Employed in the preceding month,4,S02,Distance to corresponding district capital,5,secondary,P50,1.697138367819131,.071245395,8.7528801,13.208539,.50754303,-17.135382,34.64114,49.920944,.17533481,-.34325033,.69391996,0,underidentified
I04,Employed in the preceding month,4,S02,Distance to corresponding district capital,5,secondary,P75,2.278341839854977,.69734776,16.016306,13.144295,.2230345,-9.7460375,41.778648,49.920944,.32083338,-.19522943,.83689624,0,underidentified
I05,Independent worker,5,S02,Distance to corresponding district capital,5,secondary,P25,1.053072171874275,-.62257594,2.2267511,29.603464,.94004023,-55.794971,60.248474,49.80957,.044705283,-1.1201657,1.2095762,0,underidentified
I05,Independent worker,5,S02,Distance to corresponding district capital,5,secondary,P50,1.697138367819131,.071245395,5.1441097,17.083488,.76332617,-28.338913,38.627132,49.80957,.10327552,-.56894511,.77549618,0,underidentified
I05,Independent worker,5,S02,Distance to corresponding district capital,5,secondary,P75,2.278341839854977,.69734776,7.7767253,13.025425,.55047935,-17.752638,33.306087,49.80957,.15612914,-.35641018,.66866845,0,underidentified
I06,Any health insurance,6,S02,Distance to corresponding district capital,5,secondary,P25,1.053072171874275,-.62257594,15.328862,52.105171,.76861209,-86.795395,117.45312,36.06691,.42501181,-2.4065104,3.2565341,0,underidentified
I06,Any health insurance,6,S02,Distance to corresponding district capital,5,secondary,P50,1.697138367819131,.071245395,-9.6374187,24.190578,.69033861,-57.050079,37.775242,36.06691,-.26720944,-1.5817846,1.0473657,0,underidentified
I06,Any health insurance,6,S02,Distance to corresponding district capital,5,secondary,P75,2.278341839854977,.69734776,-32.16692,34.19812,.34690738,-99.194,34.860161,36.06691,-.89186794,-2.7502773,.96654147,0,underidentified
I07,Any listed social program,7,S02,Distance to corresponding district capital,5,secondary,P25,1.053072171874275,-.62257594,50.361839,38.753262,.19375488,-25.593155,126.31683,42.797634,1.1767435,-.59800398,2.9514911,0,underidentified
I07,Any listed social program,7,S02,Distance to corresponding district capital,5,secondary,P50,1.697138367819131,.071245395,25.563047,19.636477,.19297986,-12.92374,64.049835,42.797634,.59730047,-.30197322,1.4965742,0,underidentified
I07,Any listed social program,7,S02,Distance to corresponding district capital,5,secondary,P75,2.278341839854977,.69734776,3.1846883,15.752346,.839782,-27.689342,34.05872,42.797634,.074412718,-.64698303,.79580849,0,underidentified
I08,Juntos participation,8,S02,Distance to corresponding district capital,5,secondary,P25,1.053072171874275,-.62257594,36.955555,28.698114,.19783837,-19.291716,93.202827,36.848801,1.0028971,-.52353716,2.5293314,0,underidentified
I08,Juntos participation,8,S02,Distance to corresponding district capital,5,secondary,P50,1.697138367819131,.071245395,17.471188,14.130324,.21629795,-10.223739,45.166115,36.848801,.47413179,-.27745107,1.2257147,0,underidentified
I08,Juntos participation,8,S02,Distance to corresponding district capital,5,secondary,P75,2.278341839854977,.69734776,-.11145118,12.319527,.99278188,-24.25728,24.034378,36.848801,-.0030245539,-.65829223,.65224314,0,underidentified
I01,Female,1,S03,Baseline CCPP economic development,6,secondary,P25,5.218245010914716,-.53804135,-4.6788836,5.2280946,.37081376,-14.92576,5.5679932,49.92347,-.093721122,-.29897282,.11153057,0,underidentified
I01,Female,1,S03,Baseline CCPP economic development,6,secondary,P50,5.983642852094933,-.018560737,1.2603765,6.9646993,.85639393,-12.390183,14.910936,49.92347,.025246171,-.24818353,.29867586,0,underidentified
I01,Female,1,S03,Baseline CCPP economic development,6,secondary,P75,6.678939482608622,.45334172,6.6556721,11.540977,.5641427,-15.964229,29.275574,49.92347,.1333175,-.31977403,.58640903,0,underidentified
I02,Age 15-29,2,S03,Baseline CCPP economic development,6,secondary,P25,5.218245010914716,-.53804135,-25.274532,13.70759,.065207206,-52.140915,1.59185,45.775349,-.55214286,-1.139061,.034775265,0,underidentified
I02,Age 15-29,2,S03,Baseline CCPP economic development,6,secondary,P50,5.983642852094933,-.018560737,-10.621308,16.55451,.52113551,-43.067551,21.824936,45.775349,-.23203118,-.94084591,.47678357,0,underidentified
I02,Age 15-29,2,S03,Baseline CCPP economic development,6,secondary,P75,6.678939482608622,.45334172,2.6898575,26.578762,.91938913,-49.403557,54.783272,45.775349,.058762137,-1.0792612,1.1967854,0,underidentified
I03,Secondary education or higher,3,S03,Baseline CCPP economic development,6,secondary,P25,5.218245010914716,-.53804135,-13.843551,10.842042,.20165883,-35.093563,7.4064622,49.444603,-.27998102,-.70975518,.14979313,0,underidentified
I03,Secondary education or higher,3,S03,Baseline CCPP economic development,6,secondary,P50,5.983642852094933,-.018560737,-11.718129,20.877611,.5746085,-52.637497,29.201237,49.444603,-.23699512,-1.0645752,.59058493,0,underidentified
I03,Secondary education or higher,3,S03,Baseline CCPP economic development,6,secondary,P75,6.678939482608622,.45334172,-9.7873716,34.110867,.77416724,-76.64344,57.068695,49.444603,-.19794621,-1.5500871,1.1541946,0,underidentified
I04,Employed in the preceding month,4,S03,Baseline CCPP economic development,6,secondary,P25,5.218245010914716,-.53804135,9.1841402,8.6716127,.28955239,-7.8119082,26.180189,49.91423,.18399844,-.15650664,.52450353,0,underidentified
I04,Employed in the preceding month,4,S03,Baseline CCPP economic development,6,secondary,P50,5.983642852094933,-.018560737,22.670176,17.503019,.19524603,-11.635112,56.975464,49.91423,.45418262,-.2331021,1.1414673,0,underidentified
I04,Employed in the preceding month,4,S03,Baseline CCPP economic development,6,secondary,P75,6.678939482608622,.45334172,34.921051,28.932335,.2274358,-21.78528,91.627388,49.91423,.6996212,-.4364543,1.8356967,0,underidentified
I05,Independent worker,5,S03,Baseline CCPP economic development,6,secondary,P25,5.218245010914716,-.53804135,3.7519603,10.530515,.72162032,-16.887468,24.39139,49.795662,.075347133,-.33913535,.4898296,0,underidentified
I05,Independent worker,5,S03,Baseline CCPP economic development,6,secondary,P50,5.983642852094933,-.018560737,15.65766,19.80616,.42920956,-23.161699,54.47702,49.795662,.31443825,-.46513489,1.0940113,0,underidentified
I05,Independent worker,5,S03,Baseline CCPP economic development,6,secondary,P75,6.678939482608622,.45334172,26.472942,32.208561,.41112098,-36.654675,89.600555,49.795662,.53163147,-.73610175,1.7993647,0,underidentified
I06,Any health insurance,6,S03,Baseline CCPP economic development,6,secondary,P25,5.218245010914716,-.53804135,-12.423141,20.104715,.53662694,-51.82766,26.981377,35.882141,-.34622073,-1.444386,.75194448,0,underidentified
I06,Any health insurance,6,S03,Baseline CCPP economic development,6,secondary,P50,5.983642852094933,-.018560737,-30.311625,39.469505,.44250157,-107.67043,47.047184,35.882141,-.84475523,-3.0006692,1.3111588,0,underidentified
I06,Any health insurance,6,S03,Baseline CCPP economic development,6,secondary,P75,6.678939482608622,.45334172,-46.561737,63.60379,.46413246,-171.22289,78.099403,35.882141,-1.29763,-4.7718134,2.1765537,0,underidentified
I07,Any listed social program,7,S03,Baseline CCPP economic development,6,secondary,P25,5.218245010914716,-.53804135,14.678602,12.330309,.23387001,-9.4883595,38.845566,42.828854,.34272695,-.22154129,.90699518,0,underidentified
I07,Any listed social program,7,S03,Baseline CCPP economic development,6,secondary,P50,5.983642852094933,-.018560737,4.5325117,16.04088,.7775141,-26.907036,35.972057,42.828854,.10582846,-.62824547,.8399024,0,underidentified
I07,Any listed social program,7,S03,Baseline CCPP economic development,6,secondary,P75,6.678939482608622,.45334172,-4.6843195,23.69046,.84325618,-51.116768,41.748131,42.828854,-.10937297,-1.1935123,.97476643,0,underidentified
I08,Juntos participation,8,S03,Baseline CCPP economic development,6,secondary,P25,5.218245010914716,-.53804135,8.5214605,7.1977439,.23644981,-5.5858579,22.628778,36.959873,.23055978,-.15113303,.61225259,0,underidentified
I08,Juntos participation,8,S03,Baseline CCPP economic development,6,secondary,P50,5.983642852094933,-.018560737,3.4240386,11.561693,.76711267,-19.236464,26.084541,36.959873,.092642054,-.52046883,.70575297,0,underidentified
I08,Juntos participation,8,S03,Baseline CCPP economic development,6,secondary,P75,6.678939482608622,.45334172,-1.2065207,17.983059,.94650841,-36.452667,34.039627,36.959873,-.032644071,-.98627681,.92098868,0,underidentified
I01,Female,1,S04,Respondent age,7,secondary,P25,23,-.85406452,-14.793937,12.243838,.22694111,-38.79142,9.2035465,49.92347,-.2963323,-.77701771,.1843531,1,pass
I01,Female,1,S04,Respondent age,7,secondary,P50,36,-.16160761,-7.713449,8.5839291,.36887005,-24.53764,9.1107416,49.92347,-.15450546,-.49150509,.18249416,1,pass
I01,Female,1,S04,Respondent age,7,secondary,P75,52,.69064707,1.0009969,4.9952888,.84117699,-8.7895899,10.791584,49.92347,.02005063,-.17606127,.21616253,1,pass
I02,Age 15-29,2,S04,Respondent age,7,secondary,P25,23,-.85406452,-26.84569,13.103961,.040494401,-52.52898,-1.1623992,45.775349,-.58646607,-1.1475385,-.025393561,1,pass
I02,Age 15-29,2,S04,Respondent age,7,secondary,P50,36,-.16160761,-16.478802,8.3598728,.048703462,-32.86385,-.09375187,45.775349,-.35999289,-.71793771,-.0020480864,1,pass
I02,Age 15-29,2,S04,Respondent age,7,secondary,P75,52,.69064707,-3.7195535,6.3482513,.55793071,-16.161898,8.7227898,45.775349,-.081256688,-.35306987,.19055648,1,pass
I03,Secondary education or higher,3,S04,Respondent age,7,secondary,P25,23,-.85406452,-16.698963,16.744482,.31862786,-49.517544,16.119619,49.444603,-.33773074,-1.0014752,.32601371,1,pass
I03,Secondary education or higher,3,S04,Respondent age,7,secondary,P50,36,-.16160761,-8.8716841,13.439775,.50918543,-35.213161,17.469791,49.444603,-.17942674,-.712174,.35332048,1,pass
I03,Secondary education or higher,3,S04,Respondent age,7,secondary,P75,52,.69064707,.76188987,11.923663,.94905198,-22.608061,24.13184,49.444603,.015408959,-.45724019,.48805812,1,pass
I04,Employed in the preceding month,4,S04,Respondent age,7,secondary,P25,23,-.85406452,19.207478,15.145842,.20473783,-10.477826,48.89278,49.91423,.38480964,-.20991662,.97953588,1,pass
I04,Employed in the preceding month,4,S04,Respondent age,7,secondary,P50,36,-.16160761,11.701311,11.540227,.31060255,-10.917118,34.31974,49.91423,.23442836,-.21871755,.68757427,1,pass
I04,Employed in the preceding month,4,S04,Respondent age,7,secondary,P75,52,.69064707,2.4629531,11.181593,.82566202,-19.452568,24.378473,49.91423,.049343705,-.38971987,.48840728,1,pass
I05,Independent worker,5,S04,Respondent age,7,secondary,P25,23,-.85406452,2.6784983,16.308945,.86954623,-29.286448,34.643444,49.795662,.053789791,-.5881325,.69571209,1,pass
I05,Independent worker,5,S04,Respondent age,7,secondary,P50,36,-.16160761,1.1379087,13.207267,.93134099,-24.74786,27.023676,49.795662,.022851564,-.49698827,.54269141,1,pass
I05,Independent worker,5,S04,Respondent age,7,secondary,P75,52,.69064707,-.75820142,12.206884,.95047313,-24.683254,23.166851,49.795662,-.015226254,-.49569085,.46523833,1,pass
I06,Any health insurance,6,S04,Respondent age,7,secondary,P25,23,-.85406452,-13.040388,21.690929,.54771292,-55.553829,29.473053,35.882141,-.36342281,-1.5482306,.82138509,1,pass
I06,Any health insurance,6,S04,Respondent age,7,secondary,P50,36,-.16160761,-16.507566,21.253569,.43733802,-58.163799,25.148664,35.882141,-.46004969,-1.620968,.70086855,1,pass
I06,Any health insurance,6,S04,Respondent age,7,secondary,P75,52,.69064707,-20.774864,25.11064,.40804824,-69.990814,28.441084,35.882141,-.57897508,-1.9505752,.79262513,1,pass
I07,Any listed social program,7,S04,Respondent age,7,secondary,P25,23,-.85406452,16.177944,7.9868035,.042807404,.52409631,31.831791,42.828854,.37773469,.012236991,.74323237,1,pass
I07,Any listed social program,7,S04,Respondent age,7,secondary,P50,36,-.16160761,11.500566,9.3935804,.22083883,-6.9105124,29.911646,42.828854,.26852378,-.16135179,.69839936,1,pass
I07,Any listed social program,7,S04,Respondent age,7,secondary,P75,52,.69064707,5.7437944,15.529175,.71147847,-24.692829,36.180416,42.828854,.13411039,-.57654655,.84476733,1,pass
I08,Juntos participation,8,S04,Respondent age,7,secondary,P25,23,-.85406452,12.712951,8.2427111,.12299433,-3.4424672,28.868368,36.959873,.34396628,-.093140662,.78107321,1,pass
I08,Juntos participation,8,S04,Respondent age,7,secondary,P50,36,-.16160761,8.7037773,7.1648564,.22444722,-5.3390841,22.746637,36.959873,.2354926,-.14445622,.61544144,1,pass
