source_id,relative_path,sheet,range,bytes,sha256,authors,publication_year,doi
seminario_palomino_ccpp_gdp_1993_2018,10 Nightlights/4. PBI_CentrosPoblados_1993-2018.xlsx,PBI_CP,A1:AF98013,34238871,de0fd6fad85e45aa7286bf75c670124780caa207db3059df1be68742dbbf0c6b,"Bruno Seminario; Luis Palomino",2022,10.21678/978-9972-57-493-1
