outcome_id,outcome_var,outcome_label,family,tier,multiplicity_family,paper_order,spec_id,estimand,estimator,sample_rule,vce,p,q,kernel,bwselect,tuning_value,h_left,h_right,b_left,b_right,scale,n_input,n_eff_left,n_eff_right,clusters,estimate_cl,estimate_bc,standard_error,pvalue,ci_low,ci_high,control_mean,control_sd,standardized_estimate,standardized_ci_low,standardized_ci_high,first_stage_cl,first_stage_bc,first_stage_se,first_stage_f,weak_robust_p,wild_cluster_p,estimation_rc,p_holm,q_bh
S21,wellbeing_housing_2013,Housing wellbeing domain,wellbeing,secondary,wellbeing_2013,29,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0127615935279972,.012761594,.02229432,.02229432,100,487,67,38,59,-6.045711929127042,-10.768417,13.196084,.41448221,-36.632267,15.095431,6.388537046402249,12.648583,-.8513536497599025,-2.8961556,1.1934483,.4316600409564744,.48233882,.21415882,5.0726218,,,0,1,.7035159766674042
S22,wellbeing_services_proxy_2013,Services wellbeing domain,wellbeing,secondary,wellbeing_2013,30,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-9.807691029587998,-12.420386,26.846832,.64362329,-65.039207,40.198437,61.75609674933322,28.599697,-.4342838256035385,-2.2741222,1.4055547,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.7396968007087708
S22,wellbeing_services_proxy_2013,Services wellbeing domain,wellbeing,secondary,wellbeing_2013,30,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-6.591114604452142,-9.416914,18.5135,.61099678,-45.702709,26.868881,61.75609674933322,28.599697,-.3292662022978016,-1.5980138,.93948132,,,,,,,0,1,.6343196034431458
S22,wellbeing_services_proxy_2013,Services wellbeing domain,wellbeing,secondary,wellbeing_2013,30,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0055556030008046,.0055556032,.014416135,.014416135,100,487,34,15,40,-11.18403081894634,-11.905299,34.144131,.72733122,-78.826569,55.015968,61.49549597007752,29.932875,-.3977332467921167,-2.6334445,1.8379781,.5767012495684429,.62067878,.24389042,6.4765582,,,0,1,.8727974653244018
S22,wellbeing_services_proxy_2013,Services wellbeing domain,wellbeing,secondary,wellbeing_2013,30,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0072461280718595,.0072461283,.014416135,.014416135,100,487,42,20,44,-10.51659511017195,-11.889823,27.141838,.66134095,-65.086845,41.307201,61.38407637715181,28.840878,-.4122559477028764,-2.2567568,1.432245,.6602349722043543,.74435437,.23267245,10.234569,,,0,1,.7936091423034668
S23,wellbeing_energy_2013,Energy wellbeing domain,wellbeing,secondary,wellbeing_2013,31,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,12.33007654210428,7.6627417,14.526408,.59784347,-20.808496,36.13398,31.47105146745405,17.812675,.4301847698395981,-1.1681848,2.0285542,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.7396968007087708
S23,wellbeing_energy_2013,Energy wellbeing domain,wellbeing,secondary,wellbeing_2013,31,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,8.286246714492007,6.4947901,9.1403112,.47735348,-11.419889,24.40947,31.47105146745405,17.812675,.364616195543672,-.6411103,1.3703427,,,,,,,0,1,.6343196034431458
S23,wellbeing_energy_2013,Energy wellbeing domain,wellbeing,secondary,wellbeing_2013,31,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.007679724589109,.0076797246,.017717784,.017717784,100,487,46,22,46,12.46019918428702,10.699345,13.511858,.428449,-15.78341,37.182098,32.33264358376307,17.593168,.6081533631442917,-.89713287,2.1134396,.6768072409818356,.72410131,.22515085,10.343118,,,0,1,.6867273598909378
S23,wellbeing_energy_2013,Energy wellbeing domain,wellbeing,secondary,wellbeing_2013,31,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0100166026840348,.010016602,.017717784,.017717784,100,487,59,31,54,17.81042428200752,13.153662,16.870003,.4355633,-19.910938,46.218262,33.52247364025457,18.105684,.726493456524997,-1.0997064,2.5526934,.5334339053549844,.61505091,.2224621,7.6438122,,,0,1,.7035159766674042
S24,wellbeing_humancapital_2013,Human-capital wellbeing domain,wellbeing,secondary,wellbeing_2013,32,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-12.37037654579995,-12.743235,14.617523,.38332951,-41.393051,15.906584,54.99465896312847,14.701367,-.8668060784481224,-2.8155921,1.0819799,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.7396968007087708
S24,wellbeing_humancapital_2013,Human-capital wellbeing domain,wellbeing,secondary,wellbeing_2013,32,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-8.313329739652231,-9.9134569,9.4675112,.2950522,-28.469439,8.6425238,54.99465896312847,14.701367,-.6743221149323789,-1.9365164,.58787215,,,,,,,0,1,.6343196034431458
S24,wellbeing_humancapital_2013,Human-capital wellbeing domain,wellbeing,secondary,wellbeing_2013,32,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0087478153632588,.0087478152,.019045513,.019045513,100,487,54,25,51,-12.94467789532946,-13.158393,13.59212,.33299953,-39.798458,13.481673,54.57273850647358,14.158596,-.9293571712617492,-2.8109043,.95218992,.6375890873446121,.68532717,.21970069,9.7304525,,,0,1,.6867273598909378
S24,wellbeing_humancapital_2013,Human-capital wellbeing domain,wellbeing,secondary,wellbeing_2013,32,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0114097048442757,.011409705,.019045513,.019045513,100,487,62,37,57,-13.53579228761227,-13.921002,17.792566,.43397629,-48.793793,20.951788,55.22135475297024,13.900993,-1.001439411954762,-3.5100939,1.5072151,.4660516184014081,.54196936,.21987061,6.075963,,,0,1,.7035159766674042
S25,wellbeing_assets_2013,Asset wellbeing domain,wellbeing,secondary,wellbeing_2013,33,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,2.967561710339958,1.7553644,5.2831864,.7396968,-8.5994911,12.11022,6.262041105427171,5.5319576,.3173134215276215,-1.5545113,2.1891382,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.7396968007087708
S25,wellbeing_assets_2013,Asset wellbeing domain,wellbeing,secondary,wellbeing_2013,33,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,1.994306230653795,1.5034148,3.1607196,.6343196,-4.6914816,7.6983113,6.262041105427171,5.5319576,.2717690279567057,-.84806895,1.391607,,,,,,,0,1,.6343196034431458
S25,wellbeing_assets_2013,Asset wellbeing domain,wellbeing,secondary,wellbeing_2013,33,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0053437515405171,.0053437515,.013248373,.013248373,100,487,33,15,39,1.254568645539928,.97742671,6.6461506,.88307947,-12.04879,14.003643,5.774263022028009,5.2889891,.184804076385191,-2.2780893,2.6476974,.581484529840384,.63325447,.24179637,6.8589387,,,0,1,.883079469203949
S25,wellbeing_assets_2013,Asset wellbeing domain,wellbeing,secondary,wellbeing_2013,33,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0069698119252176,.0069698119,.013248373,.013248373,100,487,39,19,42,2.143913874403224,1.2933347,5.5581574,.81600118,-9.6004543,12.187123,5.797271297671319,5.0930023,.2539434630051585,-1.8850284,2.3929152,.6439821055867567,.73777223,.23518729,9.8404932,,,0,1,.8160011768341064
S26,wellbeing_connectivity_2013,Connectivity wellbeing domain,wellbeing,secondary,wellbeing_2013,34,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-4.680733385606857,-4.929657,6.9369678,.47731003,-18.525864,8.6665506,12.7383148727395,7.9871345,-.6171996712445404,-2.319463,1.0850638,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.7396968007087708
S26,wellbeing_connectivity_2013,Connectivity wellbeing domain,wellbeing,secondary,wellbeing_2013,34,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-3.145618075074708,-3.8235507,5.1162124,.45485827,-13.851143,6.204041,12.7383148727395,7.9871345,-.4787137094871999,-1.7341818,.77675432,,,,,,,0,1,.6343196034431458
S26,wellbeing_connectivity_2013,Connectivity wellbeing domain,wellbeing,secondary,wellbeing_2013,34,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0093819221594436,.009381922,.020632984,.020632984,100,487,54,29,53,-4.929494039977754,-5.7028089,6.6080399,.38813159,-18.654329,7.2487106,13.07914930349802,8.2842655,-.6883904028916233,-2.2517781,.87499738,.5796323008862976,.62504894,.21857789,8.1774063,,,0,1,.6867273598909378
S26,wellbeing_connectivity_2013,Connectivity wellbeing domain,wellbeing,secondary,wellbeing_2013,34,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0122367652112108,.012236766,.020632984,.020632984,100,487,64,37,57,-4.514098787217431,-6.1171556,8.4480629,.46901065,-22.675055,10.440743,13.70821333101378,8.2217054,-.7440251843964052,-2.7579503,1.2699,.4437736491712587,.51283008,.2161347,5.6298647,,,0,1,.7035159766674042
S27,share_earth_floor_2013,Households with earth floor,housing_services,secondary,housing_services_2013,35,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,4.975674413409085,4.9031301,9.1118402,.59050429,-12.955749,22.762009,93.99312325688297,12.383454,.3959420346587754,-1.0462143,1.8380984,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9061434119939804
S27,share_earth_floor_2013,Households with earth floor,housing_services,secondary,housing_services_2013,35,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,3.343828857809883,3.8379009,6.2910066,.54182106,-8.4922457,16.168047,93.99312325688297,12.383454,.3099216557068101,-.68577355,1.3056169,,,,,,,0,1,.8209206163883209
S27,share_earth_floor_2013,Households with earth floor,housing_services,secondary,housing_services_2013,35,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0110690417842713,.011069042,.02229432,.02229432,100,487,62,34,55,5.537103317702847,9.0116396,11.82148,.44587463,-14.158034,32.181313,93.68752399759907,12.674044,.7110311221594522,-1.117089,2.5391512,.4786137397032916,.51954126,.217896,5.6851463,,,0,1,.8554602265357971
S27,share_earth_floor_2013,Households with earth floor,housing_services,secondary,housing_services_2013,35,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.014437261695981,.014437262,.02229432,.02229432,100,487,76,40,65,5.270009269465714,11.400652,14.244493,.4235051,-16.518042,39.319344,93.55722552067355,12.275348,.9287437253277739,-1.3456272,3.2031145,.3933261056428268,.45296922,.21136054,4.592927,,,0,1,.9324776530265808
S28,share_water_public_pylon_2013,Households using public-pylon water,housing_services,secondary,housing_services_2013,36,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-21.57422418766016,-23.409052,40.461033,.56288749,-102.71122,55.893116,58.77023159937803,38.321888,-.6108533352385423,-2.6802235,1.4585168,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9061434119939804
S28,share_water_public_pylon_2013,Households using public-pylon water,housing_services,secondary,housing_services_2013,36,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-14.49864027058212,-18.085361,28.186823,.52111685,-73.330521,37.159794,58.77023159937803,38.321888,-.4719329846228851,-1.9135414,.96967548,,,,,,,0,1,.8209206163883209
S28,share_water_public_pylon_2013,Households using public-pylon water,housing_services,secondary,housing_services_2013,36,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0058426823807616,.0058426824,.014753473,.014753473,100,487,36,16,41,-30.17562971388856,-29.235365,49.626072,.55578548,-126.50068,68.029953,56.46699129914244,39.823219,-.7341285888201605,-3.1765559,1.7082987,.5855223785358068,.63146973,.242855,6.7610002,,,0,1,.8554602265357971
S28,share_water_public_pylon_2013,Households using public-pylon water,housing_services,secondary,housing_services_2013,36,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.00762056338584,.0076205633,.014753473,.014753473,100,487,46,22,46,-21.03929677173999,-21.001982,39.12331,.59139538,-97.682259,55.678295,57.18376722348773,39.381641,-.5332937077748606,-2.4804008,1.4138135,.6763735525184277,.76540744,.23014224,11.060958,,,0,1,.9324776530265808
S29,share_sanitation_improved_2013,Households with improved sanitation,housing_services,secondary,housing_services_2013,37,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,1.95884201183913,-1.4317197,19.088537,.94021142,-38.844566,35.981125,64.74196228177048,28.732653,-.0498290120746597,-1.3519311,1.2522731,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9402114152908325
S29,share_sanitation_improved_2013,Households with improved sanitation,housing_services,secondary,housing_services_2013,37,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,1.316410983288252,-.74846512,12.754731,.95320588,-25.74728,24.250349,64.74196228177048,28.732653,-.0260492877928418,-.89609826,.84399968,,,,,,,0,1,.9532058835029602
S29,share_sanitation_improved_2013,Households with improved sanitation,housing_services,secondary,housing_services_2013,37,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0063182414385849,.0063182414,.015407302,.015407302,100,487,37,17,41,5.031607020648838,3.8606231,21.194038,.85546023,-37.678928,45.400177,64.31475889843863,30.078142,.1283531079609415,-1.2527014,1.5094075,.6101592486166003,.65645033,.23923424,7.5293427,,,0,1,.8554602265357971
S29,share_sanitation_improved_2013,Households with improved sanitation,housing_services,secondary,housing_services_2013,37,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0082408312196327,.0082408311,.015407302,.015407302,100,487,51,22,48,3.246288146137981,1.5668788,18.493046,.93247765,-34.678825,37.812584,66.26139385443108,27.797203,.0563682158950838,-1.2475653,1.3603017,.6674399185050142,.75877613,.22595584,11.276651,,,0,1,.9324776530265808
S30,share_electricity_2013,Households with electricity,housing_services,secondary,housing_services_2013,38,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,17.20394524873502,8.1772633,23.237595,.72491473,-37.367584,53.722115,56.81139776526496,32.092934,.2547994982113292,-1.1643555,1.6739545,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9061434119939804
S30,share_electricity_2013,Households with electricity,housing_services,secondary,housing_services_2013,38,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,11.56165854338662,7.3722844,16.588427,.65673649,-25.140432,39.885002,56.81139776526496,32.092934,.2297167461235533,-.78336346,1.242797,,,,,,,0,1,.8209206163883209
S30,share_electricity_2013,Households with electricity,housing_services,secondary,housing_services_2013,38,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0072547195479533,.0072547197,.017108763,.017108763,100,487,42,20,44,16.62290328369928,13.716551,21.862478,.5303961,-29.13312,56.566223,56.46336978035313,32.399723,.4233539696340499,-.89917809,1.745886,.6606292250882798,.70467401,.22965997,9.4146862,,,0,1,.8554602265357971
S30,share_electricity_2013,Households with electricity,housing_services,secondary,housing_services_2013,38,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0094622720454069,.0094622718,.017108763,.017108763,100,487,54,29,53,24.17717663443979,16.86743,23.321259,.46951762,-28.841396,62.576256,58.54132027813682,32.643978,.5167088090656181,-.88351357,1.9169312,.5734388931116046,.65537995,.22258727,8.6693325,,,0,1,.9324776530265808
S31,share_clean_cooking_2013,Households using cleaner cooking fuel,housing_services,secondary,housing_services_2013,39,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,7.503433032345417,7.1669693,19.88833,.71857756,-31.813442,46.147381,6.100536428045396,11.476194,.6245074696422088,-2.7721248,4.0211396,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9061434119939804
S31,share_clean_cooking_2013,Households using cleaner cooking fuel,housing_services,secondary,housing_services_2013,39,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,5.042571885046225,5.6350479,12.276155,.64621705,-18.425774,29.695869,6.100536428045396,11.476194,.4910205894583198,-1.6055647,2.587606,,,,,,,0,1,.8209206163883209
S31,share_clean_cooking_2013,Households using cleaner cooking fuel,housing_services,secondary,housing_services_2013,39,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0110440307127799,.011044031,.022478122,.022478122,100,487,62,34,55,9.899229854237063,7.6906481,20.795332,.71151239,-33.067451,48.44875,6.160704431033904,11.384093,.6755608777245889,-2.9047067,4.2558284,.4796756358569906,.51778394,.21784657,5.6493144,,,0,1,.8554602265357971
S31,share_clean_cooking_2013,Households using cleaner cooking fuel,housing_services,secondary,housing_services_2013,39,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0144046399576719,.01440464,.022478122,.022478122,100,487,75,40,65,9.83655912253678,5.9241161,24.337585,.80768448,-41.776676,53.624908,6.263508548339209,10.879333,.5445293796936397,-3.8400035,4.9290624,.3939089735028688,.44937724,.21112296,4.5305533,,,0,1,.9324776530265808
S32,share_asset_tv_2013,Households owning a television,assets,secondary,assets_2013,40,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,13.23432979618539,8.2260609,18.479727,.65621877,-27.99354,44.44566,22.17924098029386,18.587629,.442555643222194,-1.5060306,2.3911419,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9167053699493408
S32,share_asset_tv_2013,Households owning a television,assets,secondary,assets_2013,40,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,8.893936823317528,6.9720101,10.612891,.51122087,-13.828874,27.772894,22.17924098029386,18.587629,.3750887100433262,-.74398261,1.4941601,,,,,,,0,1,.7745371162891388
S32,share_asset_tv_2013,Households owning a television,assets,secondary,assets_2013,40,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0053406054721847,.0053406055,.013214922,.013214922,100,487,33,15,39,8.016896666801479,6.6992068,22.95561,.77041423,-38.292961,51.691376,20.92623241584409,18.622919,.3597291441331235,-2.0562277,2.775686,.5815539215119567,.63367492,.24181195,6.867166,,,0,1,.9782422184944153
S32,share_asset_tv_2013,Households owning a television,assets,secondary,assets_2013,40,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0069657085337305,.0069657085,.013214922,.013214922,100,487,39,19,42,10.94110971299407,7.2350049,19.415243,.70941222,-30.818172,45.288181,21.16700850713712,18.095984,.3998127476423279,-1.7030394,2.5026648,.6437578408618077,.73807257,.23528741,9.8401279,,,0,1,.9531700611114502
S33,share_asset_refrigerator_2013,Households owning a refrigerator,assets,secondary,assets_2013,41,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,.3752705625281346,.078939147,2.3143899,.97279108,-4.4571819,4.6150603,1.581630535250486,3.2951109,.0239564448391681,-1.3526652,1.4005781,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9727910757064819
S33,share_asset_refrigerator_2013,Households owning a refrigerator,assets,secondary,assets_2013,41,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,.2521950658761793,.093990259,1.5093979,.95034778,-2.8643754,3.0523558,1.581630535250486,3.2951109,.028524155312169,-.8692804,.92632866,,,,,,,0,1,.9503477811813354
S33,share_asset_refrigerator_2013,Households owning a refrigerator,assets,secondary,assets_2013,41,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0058848213260852,.0058848215,.013682516,.013682516,100,487,36,16,41,-.2599622885377431,-.33405319,2.883759,.90777975,-5.9861169,5.3180103,.9922616649419069,2.3897445,-.1397861495392524,-2.5049193,2.225347,.5869744390742957,.64598072,.24123876,7.1704259,,,0,1,.9782422184944153
S33,share_asset_refrigerator_2013,Households owning a refrigerator,assets,secondary,assets_2013,41,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.007675524871494,.0076755248,.013682516,.013682516,100,487,46,22,46,.4817945456277978,.13313186,2.2669859,.95317006,-4.3100786,4.5763426,1.543052393295195,3.2072446,.0415097319876152,-1.3438572,1.4268767,.6767788528579187,.79051149,.23036854,11.775248,,,0,1,.9531700611114502
S34,share_asset_washing_machine_2013,Households owning a washing machine,assets,secondary,assets_2013,42,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-.6032394094809468,-.56419176,.77629465,.4673636,-2.0857012,.95731777,.2927638005551904,.98632318,-.5720151251331786,-2.1146226,.97059238,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9167053699493408
S34,share_asset_washing_machine_2013,Households owning a washing machine,assets,secondary,assets_2013,42,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-.4053981788186469,-.44496757,.5066871,.37984061,-1.438056,.54812092,.2927638005551904,.98632318,-.4511376822070163,-1.4579967,.5557214,,,,,,,0,1,.7745371162891388
S34,share_asset_washing_machine_2013,Households owning a washing machine,assets,secondary,assets_2013,42,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0088310425015246,.0088310428,.018626662,.018626662,100,487,54,25,51,-.43522723232397,-.41896191,.71472788,.55775195,-1.8198028,.98187894,.3192593740230357,1.0699483,-.3915720901480786,-1.7008324,.91768813,.6312554206422812,.68496758,.21977998,9.713232,,,0,1,.9782422184944153
S34,share_asset_washing_machine_2013,Households owning a washing machine,assets,secondary,assets_2013,42,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0115182573277488,.011518258,.018626662,.018626662,100,487,63,37,57,-.4783353891960289,-.43526128,.95021218,.64690399,-2.2976429,1.4271203,.2736508920197449,.9956367,-.4371687722207624,-2.3077121,1.4333745,.4625437384564275,.54770595,.22038886,6.1761189,,,0,1,.9531700611114502
S35,share_asset_computer_2013,Households owning a computer,assets,secondary,assets_2013,43,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-1.136114329739605,-.71935052,1.3625853,.59754747,-3.3899686,1.9512676,.9945292870492437,2.2222052,-.3237102110557917,-1.5254976,.87807721,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9167053699493408
S35,share_asset_computer_2013,Households owning a computer,assets,secondary,assets_2013,43,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-.7635089368622404,-.60737401,.93590534,.51635808,-2.4417148,1.2269667,.9945292870492437,2.2222052,-.2733203997861429,-1.09878,.55213928,,,,,,,0,1,.7745371162891388
S35,share_asset_computer_2013,Households owning a computer,assets,secondary,assets_2013,43,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,cerrd,,.0078445882754143,.0078445887,.016300218,.016300218,100,487,48,22,47,-.9995008313667181,-.83043784,1.2450862,.50478995,-3.270762,1.6098864,.9115595486946404,2.1189628,-.3919077044949077,-1.5435674,.75975204,.6761935684344902,.74119973,.22624888,10.732421,,,0,1,.9782422184944153
S35,share_asset_computer_2013,Households owning a computer,assets,secondary,assets_2013,43,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,mserd,,.0102316330570104,.010231633,.016300218,.016300218,100,487,61,31,54,-1.20558416489295,-.79007018,1.7837337,.65781599,-4.2861242,2.7059836,1.0904728541853,3.1163754,-.2535221273553534,-1.3753555,.86831117,.5193868059971292,.6289987,.22622727,7.7305355,,,0,1,.9531700611114502
S36,share_asset_mobile_2013,Households owning a mobile phone,assets,secondary,assets_2013,44,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_linked,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,487,43,22,45,-13.88941612489085,-14.191754,19.806292,.47366562,-53.011375,24.627865,37.34641101991021,22.982735,-.6174963732346052,-2.3065739,1.0715811,.6720353021488914,.78113091,.23184101,11.351862,,,0,1,.9167053699493408
