outcome_id,outcome_var,outcome_label,family,tier,multiplicity_family,paper_order,spec_id,estimand,estimator,sample_rule,vce,p,q,kernel,bwselect,tuning_value,h_left,h_right,b_left,b_right,scale,n_input,n_eff_left,n_eff_right,clusters,estimate_cl,estimate_bc,standard_error,pvalue,ci_low,ci_high,control_mean,control_sd,standardized_estimate,standardized_ci_low,standardized_ci_high,first_stage_cl,first_stage_bc,first_stage_se,first_stage_f,weak_robust_p,wild_cluster_p,estimation_rc,p_holm,q_bh
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,common_h_hc3,fuzzy_late,rdrobust,selected_bc_primary,hc3,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.8261910317089672,-.84999675,.6488536,.19019659,-2.1217265,.4217329,4.728951898433655,1.0796992,-.7872532944695154,-1.9651088,.3906022,.9685028898991701,1.1223003,.16290003,47.465252,,,0,1,.5575468142827351
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,common_h_nn,fuzzy_late,rdrobust,selected_bc_primary,nn 3,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.8261910317089672,-.84999675,.64556831,.18795116,-2.1152873,.41529387,4.728951898433655,1.0796992,-.7872532944695154,-1.9591451,.38463849,.9685028898991701,1.1223003,.15606067,51.716751,,,0,1,.5012030998865763
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,common_h_reduced_form,reduced_form,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.8001684018189117,-.95029032,.60801089,.11806448,-2.1419699,.24138914,4.728951898433655,1.0796992,-.8801435800739694,-1.9838579,.22357073,,,,,,,0,.8264513462781906,.3284058372179667
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,common_h_uniform,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,uniform,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.5269437624320897,-.75709516,.6953553,.27624696,-2.1199665,.60577613,4.728951898433655,1.0796992,-.7012093104477201,-1.9634787,.56106007,.9867477057300051,1.1739905,.18675435,39.517342,,,0,1,.5417733669281006
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,donut_005,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.00005,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.8261910317089672,-.84999675,.62185109,.17166243,-2.0688026,.36880895,4.728951898433655,1.0796992,-.7872532944695154,-1.9160916,.34158492,.9685028898991701,1.1223003,.15254018,54.131451,,,0,1,.4857137600580851
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,donut_025,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.00025,.0075,.0074999998,.0135,.0135,1,387,38,20,41,-.7370322419803106,-.75484186,.7165969,.29217133,-2.1593461,.64966226,4.728951898433655,1.0796992,-.6991223802251725,-1.9999515,.60170668,.9698529111808079,1.1628529,.18858077,38.023735,,,0,1,.9705148339271545
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,fixed_h_005,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.005,.005,.0049999999,.0089999996,.0089999996,1,388,26,15,35,-1.315348244159494,-1.3546796,.71563464,.058360972,-2.7572978,.047938447,4.809990219309213,1.2540668,-1.080229212692017,-2.1986849,.038226388,.9384257491388565,.98686212,.14277849,47.773537,,,0,.4085268005728722,.173153281211853
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,fixed_h_010,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.01,.01,.0099999998,.017999999,.017999999,1,388,54,30,52,-.901868967161501,-.96834993,.73140615,.1855175,-2.4018798,.46517983,4.604564122054803,1.1539795,-.8391395943744776,-2.0813885,.40310922,.7697294758963913,.87760395,.17133249,26.237209,,,0,1,.4166797161102295
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,cerrd,,.0066515730121064,.0066515729,.015378004,.015378004,1,388,35,16,39,-1.160831755394284,-1.1686813,.57548058,.042276103,-2.2966025,-.040760122,4.783543253925201,1.0858679,-1.076264726144262,-2.1149926,-.037536908,.9494145818566617,1.0100257,.14942533,45.689495,,,0,.2959327213466167,.1691044121980667
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,mserd,,.0085481711690333,.0085481713,.015378004,.015378004,1,388,47,23,47,-.7535873545240963,-.80534911,.63795799,.20681,-2.0557237,.44502556,4.615268891116128,1.123562,-.7167820902941235,-1.8296487,.39608458,.920345576432499,1.0805786,.14733553,53.789532,,,0,1,.6601985096931458
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,outcome_mserd_p2,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,2,3,triangular,mserd,,.0118086679275636,.011808668,.018783152,.018783152,1,388,57,34,54,-.8403255386940018,-.8244381,.5752328,.15179355,-1.9518737,.30299756,4.608572465255047,1.1601424,-.7106352010917535,-1.6824431,.26117271,1.149282004361093,1.2477225,.16812414,55.077705,,,0,1,.4047828118006388
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,parametric_common_h,parametric_late,ivreg2,selected_bc_primary,cr1 cluster_dist,1,2,triangular,manual,.0075,.0075,.0074999998,.0135,.0135,1,59,,,42,-.826191031708968,-.82619101,.52231044,.11369508,-1.8499196,.19753745,4.728951898433655,1.0796992,-.765204810567455,-1.7133657,.182956,,,,54.366348,.148509088697444,.14722945,0,.7958655431866646,.3625224828720093
P01,ln_population_2017,Log 2017 CCPP population,demography,primary,primary_2017_ccpp,1,parametric_covariates,parametric_late,ivreg2,selected_bc_primary,cr1 cluster_dist,1,2,triangular,manual,.0075,.0075,.0074999998,.0135,.0135,1,58,,,41,-.3904136743160169,-.39041367,.25327063,.12319803,-.88682413,.10599677,4.717018598525425,1.0920489,-.3575056867534773,-.81207365,.097062297,,,,38.509201,.1298425768551018,.2160432,0,.8623862266540527,.4927921295166016
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_covariates,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,386,37,21,41,-.2467129294118214,-.19482425,.34677568,.5742411,-.87449205,.48484355,4.173834352392243,.98348963,-.1980948662991864,-.88917261,.49298289,.9938482079311146,1.1550653,.15873744,52.948578,,,0,1,.7656548023223877
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_cr1,fuzzy_late,rdrobust,selected_bc_primary,cr1 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.6695894718549147,-.70569193,.51460558,.17027338,-1.7143004,.30291644,4.183556995283762,.97195786,-.7260520163205149,-1.76376,.31165594,.9685028898991701,1.1223003,.15178649,54.670357,,,0,1,.4540623426437378
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_cr3,fuzzy_late,rdrobust,selected_bc_primary,cr3 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.6695894718549147,-.70569193,.5652703,.21187909,-1.8136014,.40221745,4.183556995283762,.97195786,-.7260520163205149,-1.8659259,.41382191,.9685028898991701,1.1223003,.15950345,49.508297,,,0,1,.5650109052658081
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_epanechnikov,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,epanechnikov,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.5071444469592208,-.55801702,.54204714,.30326253,-1.6204098,.50437582,4.183556995283762,.97195786,-.5741164891736431,-1.6671606,.51892763,.9729399539998459,1.1547178,.16701511,47.801353,,,0,1,.8087000846862793
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.6695894718549147,-.70569193,.52893043,.18214266,-1.7423766,.33099264,4.183556995283762,.97195786,-.7260520163205149,-1.7926462,.34054217,.9685028898991701,1.1223003,.15254018,54.131451,,,0,1,.4857137600580851
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_hc3,fuzzy_late,rdrobust,selected_bc_primary,hc3,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.6695894718549147,-.70569193,.56181234,.20908006,-1.806824,.39543998,4.183556995283762,.97195786,-.7260520163205149,-1.858953,.40684891,.9685028898991701,1.1223003,.16290003,47.465252,,,0,1,.5575468142827351
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_nn,fuzzy_late,rdrobust,selected_bc_primary,nn 3,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.6695894718549147,-.70569193,.47756061,.13948773,-1.6416936,.23030962,4.183556995283762,.97195786,-.7260520163205149,-1.6890583,.23695433,.9685028898991701,1.1223003,.15606067,51.716751,,,0,.9764140993356705,.5012030998865763
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_reduced_form,reduced_form,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.6484993385375439,-.7864458,.51012373,.12315219,-1.7862699,.2133783,4.183556995283762,.97195786,-.8091357051109656,-1.8378059,.21953452,,,,,,,0,.8264513462781906,.3284058372179667
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,common_h_uniform,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,uniform,manual,,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.3906855740174673,-.5550102,.54614902,.30952233,-1.6254426,.51542222,4.183556995283762,.97195786,-.5710229159884694,-1.6723386,.53029281,.9867477057300051,1.1739905,.18675435,39.517342,,,0,1,.5417733669281006
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,donut_005,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.00005,.0075,.0074999998,.0135,.0135,1,388,38,21,42,-.6695894718549147,-.70569193,.52893043,.18214266,-1.7423766,.33099264,4.183556995283762,.97195786,-.7260520163205149,-1.7926462,.34054217,.9685028898991701,1.1223003,.15254018,54.131451,,,0,1,.4857137600580851
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,donut_025,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.00025,.0075,.0074999998,.0135,.0135,1,387,38,20,41,-.5145216564072601,-.54210418,.64623207,.40154272,-1.8086958,.72448742,4.183556995283762,.97195786,-.557744530142348,-1.8608788,.7453897,.9698529111808079,1.1628529,.18858077,38.023735,,,0,1,.9705148339271545
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,fixed_h_005,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.005,.005,.0049999999,.0089999996,.0089999996,1,388,26,15,35,-1.208712047699633,-1.2779177,.61807036,.038678352,-2.4893134,-.066522039,4.220884066974557,1.1089193,-1.152399238701411,-2.2448103,-.059988175,.9384257491388565,.98686212,.14277849,47.773537,,,0,.3094268143177032,.173153281211853
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,fixed_h_010,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.01,.01,.0099999998,.017999999,.017999999,1,388,54,30,52,-.7350083870422999,-.75735945,.60815018,.21300337,-1.9493119,.43459305,4.12033772048276,.91263759,-.8298577823452258,-2.13591,.47619453,.7697294758963913,.87760395,.17133249,26.237209,,,0,1,.4166797161102295
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,cerrd,,.009820410795747,.009820411,.019616593,.019616593,1,388,51,30,52,-.7259051465890228,-.77581823,.58118689,.18191369,-1.9149237,.36328721,4.114134049182961,.93803638,-.8270662452923996,-2.0414174,.38728479,.7847388666190875,.85142797,.17254147,24.350557,,,0,1,.45477294921875
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,mserd,,.0126205564126679,.012620556,.019616593,.019616593,1,388,61,35,56,-.7564905868904805,-.84149861,.73244852,.25060368,-2.2770712,.59407401,4.098865400237501,.91512996,-.9195400436435939,-2.4882491,.64916903,.6402584680573465,.73286784,.18211843,16.193604,,,0,1,.6601985096931458
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,outcome_mserd_p2,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,2,3,triangular,mserd,,.0125287917119795,.012528792,.020179287,.020179287,1,388,60,35,55,-.7567424872052831,-.74824774,.51372862,.14525336,-1.7551373,.25864181,4.087668413167032,.91862929,-.8145263463795074,-1.9106046,.2815519,1.123387998154219,1.2234864,.16360106,55.927597,,,0,1,.4047828118006388
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,parametric_common_h,parametric_late,ivreg2,selected_bc_primary,cr1 cluster_dist,1,2,triangular,manual,.0075,.0075,.0074999998,.0135,.0135,1,59,,,42,-.6695894718549111,-.66958946,.44906965,.13594593,-1.5497659,.21058704,4.183556995283762,.97195786,-.6889079270860408,-1.5944786,.21666272,,,,54.366348,.174016440419393,.19583917,0,.8156755864620209,.3625224828720093
P02,ln_dwellings_occupied_2017,Log occupied dwellings in 2017,demography,primary,primary_2017_ccpp,2,parametric_covariates,parametric_late,ivreg2,selected_bc_primary,cr1 cluster_dist,1,2,triangular,manual,.0075,.0075,.0074999998,.0135,.0135,1,58,,,41,-.2467129294117614,-.24671292,.26940617,.35978982,-.77474904,.28132316,4.173834352392243,.98348963,-.2508546279631832,-.78775513,.28604588,,,,38.509201,.3943551383879154,.43848771,0,1,.5786012013753254
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_covariates,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,386,37,21,41,7.315552029703309,6.793395,10.825997,.5303266,-14.42517,28.011961,36.98979001305872,18.46479,.3679107711782846,-.78122574,1.5170473,.9938482079311146,1.1550653,.15873744,52.948578,,,0,1,.7656548023223877
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_cr1,fuzzy_late,rdrobust,selected_bc_primary,cr1 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,388,38,21,42,9.034623178856963,8.7237024,10.435255,.40316412,-11.729022,29.176428,36.49323778558685,18.468977,.4723435916101301,-.63506615,1.5797533,.9685028898991701,1.1223003,.15178649,54.670357,,,0,1,.8063282370567322
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_cr3,fuzzy_late,rdrobust,selected_bc_primary,cr3 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,388,38,21,42,9.034623178856963,8.7237024,11.163388,.43453404,-13.156137,30.603542,36.49323778558685,18.468977,.4723435916101301,-.71233708,1.6570243,.9685028898991701,1.1223003,.15950345,49.508297,,,0,1,.8690680861473083
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_epanechnikov,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,epanechnikov,manual,,.0075,.0074999998,.0135,.0135,100,388,38,21,42,7.767252356314561,7.708734,11.351666,.49708468,-14.540122,29.95759,36.49323778558685,18.468977,.4173882651400381,-.78727275,1.6220493,.9729399539998459,1.1547178,.16701511,47.801353,,,0,1,.8282124519348145
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_fuzzy,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,388,38,21,42,9.034623178856963,8.7237024,10.555255,.40853208,-11.964217,29.411623,36.49323778558685,18.468977,.4723435916101301,-.64780074,1.5924879,.9685028898991701,1.1223003,.15254018,54.131451,,,0,1,.8170641660690308
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_hc3,fuzzy_late,rdrobust,selected_bc_primary,hc3,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,388,38,21,42,9.034623178856963,8.7237024,11.072093,.43075517,-12.977201,30.424606,36.49323778558685,18.468977,.4723435916101301,-.70264858,1.6473358,.9685028898991701,1.1223003,.16290003,47.465252,,,0,1,.8615103363990784
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_nn,fuzzy_late,rdrobust,selected_bc_primary,nn 3,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,388,38,21,42,9.034623178856963,8.7237024,11.056231,.43009421,-12.946112,30.393517,36.49323778558685,18.468977,.4723435916101301,-.70096529,1.6456524,.9685028898991701,1.1223003,.15606067,51.716751,,,0,1,.8601884245872498
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_reduced_form,reduced_form,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,,.0075,.0074999998,.0135,.0135,100,388,38,21,42,8.750058657872994,9.8384323,9.9760313,.32403153,-9.7142305,29.391096,36.49323778558685,18.468977,.5327004760382503,-.52597558,1.5913765,,,,,,,0,1,.648063063621521
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,common_h_uniform,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,uniform,manual,,.0075,.0074999998,.0135,.0135,100,388,38,21,42,9.513124412382203,11.567219,12.087986,.33860835,-12.124799,35.259235,36.49323778558685,18.468977,.6263053375762968,-.65649545,1.9091061,.9867477057300051,1.1739905,.18675435,39.517342,,,0,1,.5417733669281006
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,donut_005,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.00005,.0075,.0074999998,.0135,.0135,100,388,38,21,42,9.034623178856963,8.7237024,10.555255,.40853208,-11.964217,29.411623,36.49323778558685,18.468977,.4723435916101301,-.64780074,1.5924879,.9685028898991701,1.1223003,.15254018,54.131451,,,0,1,.8170641660690308
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,donut_025,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.00025,.0075,.0074999998,.0135,.0135,100,387,38,20,41,8.955053543598,8.5790596,14.367956,.55044281,-19.581617,36.739735,36.49323778558685,18.468977,.4645119031268424,-1.0602437,1.9892676,.9698529111808079,1.1628529,.18858077,38.023735,,,0,1,.9705148339271545
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,fixed_h_005,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.005,.005,.0049999999,.0089999996,.0089999996,100,388,26,15,35,12.42374864478784,11.782866,11.666162,.31249356,-11.082393,34.648125,35.01418158543733,15.632696,.753732171255964,-.70892394,2.2163882,.9384257491388565,.98686212,.14277849,47.773537,,,0,1,.6249871253967285
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,fixed_h_010,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,manual,.01,.01,.0099999998,.017999999,.017999999,100,388,54,30,52,11.96517521562969,14.554471,11.757326,.21575069,-8.4894638,37.598408,37.92331659229798,18.397152,.7911263249477194,-.46145535,2.0437081,.7697294758963913,.87760395,.17133249,26.237209,,,0,1,.4166797161102295
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,outcome_cerrd_fuzzy,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,cerrd,,.0067132725516516,.0067132725,.014937649,.014937649,100,388,35,17,39,12.19446612517333,12.389401,10.263616,.22738647,-7.7269154,32.505718,34.39235094754653,15.437903,.8025313402903556,-.50051588,2.1055787,.9509161666128589,1.0220402,.15056852,46.075241,,,0,1,.45477294921875
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,outcome_mserd_fuzzy,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,1,2,triangular,mserd,,.0086274634242822,.0086274631,.014937649,.014937649,100,388,47,24,47,9.81388783361956,10.544643,10.827079,.33009925,-10.676042,31.765329,37.21299226639523,18.955462,.5562852340583695,-.56321716,1.6757877,.9127874031417387,1.0946561,.14754884,55.040684,,,0,1,.6601985096931458
P03,cpv2017_share_moved_ccpp,Residents living in another CCPP,migration,primary,primary_2017_ccpp,3,outcome_mserd_p2,fuzzy_late,rdrobust,selected_bc_primary,cr2 cluster_dist,2,3,triangular,mserd,,.0123006245050412,.012300625,.019468002,.019468002,100,388,58,35,54,8.36698926434976,7.9776683,9.3814001,.39511898,-10.409538,26.364874,37.67923948613821,18.106037,.440608206614404,-.57492083,1.4561373,1.137275416675932,1.2400587,.16624108,55.642647,,,0,1,.7902379631996155
