grid_scope,candidate_id,candidate_label,candidate_type,team_review_eligible,subset_size,cutoff,treatment_var,treatment_year,tie_rule,support_rule,specification,candidate_n,analysis_n,treated_n,untreated_n,n_left,n_right,treated_left,untreated_left,treated_right,untreated_right,unique_left,unique_right,clusters_left,clusters_right,sign_conflicts,rounding_band_n,support_ok,attempted,estimation_rc,tau_cl,tau_bc,se_rb,p_rb,ci_left,ci_right,h_left,h_right,b_left,b_right,effective_left,effective_right
broad_atlas,dept_pair_02_06,Departments: APURIMAC + HUANCAVELICA,atlas_department_pair,0,2,cd,treat_12,2012,drop_rounding_band,adjacent_categories,p1_mserd,907,374,110,264,146,228,37,109,73,155,45,138,70,88,2,1,1,1,0,-.3455527021558846,-.3550626391463901,.2383059387988021,.1362388115289209,-.8221336964940484,.1120084182012682,.0047506908535367,.0047506908535367,.0071324922897845,.0071324922897845,55,48
broad_atlas,dept_pair_02_06,Departments: APURIMAC + HUANCAVELICA,atlas_department_pair,0,2,cd,treat_16,2016,drop_rounding_band,adjacent_categories,p1_mserd,907,374,112,262,146,228,38,108,74,154,45,138,70,88,2,1,1,1,0,-.3593434234817696,-.3758555615948255,.2498990147234434,.132573697546385,-.865648630224819,.1139375070351681,.0043353995211913,.0043353995211913,.0064869728488011,.0064869728488011,47,40
broad_atlas,dept_pair_02_06,Departments: APURIMAC + HUANCAVELICA,atlas_department_pair,0,2,cd,treat_23,2023,drop_rounding_band,adjacent_categories,p1_mserd,907,374,320,54,146,228,116,30,204,24,45,138,70,88,2,1,1,1,0,-.3493022182134031,-.4052807189358367,.2033885258420673,.0463005548860071,-.8039149044549826,-.0066465334166909,.0029379411609942,.0029379411609942,.0051315395289266,.0051315395289266,35,27
broad_atlas,dept_pair_02_06,Departments: APURIMAC + HUANCAVELICA,atlas_department_pair,0,2,de,treat_12,2012,drop_rounding_band,adjacent_categories,p1_mserd,907,209,42,167,72,137,5,67,37,100,10,45,44,70,10,10,1,1,0,-.3414662965711178,-.4033532892051024,.4896306982573754,.4100584074053729,-1.363011823514757,.5563052451045518,.0022816455385988,.0022816455385988,.0042620948017561,.0042620948017561,24,19
broad_atlas,dept_pair_02_06,Departments: APURIMAC + HUANCAVELICA,atlas_department_pair,0,2,de,treat_16,2016,drop_rounding_band,adjacent_categories,p1_mserd,907,209,43,166,72,137,5,67,38,99,10,45,44,70,10,10,1,1,0,-.3413576418905823,-.4030727905601525,.4891813862699111,.4099542767742828,-1.361850689556555,.5557051084362494,.0022839136428851,.0022839136428851,.0042655707399204,.0042655707399204,24,19
broad_atlas,dept_pair_02_06,Departments: APURIMAC + HUANCAVELICA,atlas_department_pair,0,2,de,treat_23,2023,drop_rounding_band,adjacent_categories,p1_mserd,907,209,132,77,72,137,22,50,110,27,10,45,44,70,10,10,1,1,0,-.0233602156688262,.1106851114494569,.6427712754240626,.8632804228506965,-1.149123438678581,1.370493661577495,.0022796717957742,.0022796717957742,.0041259948486951,.0041259948486951,24,19
broad_atlas,dept_pair_02_07,Departments: APURIMAC + HUANUCO,atlas_department_pair,0,2,ab,treat_12,2012,drop_rounding_band,adjacent_categories,p1_mserd,1344,612,270,342,273,339,113,160,157,182,232,313,94,92,0,1,1,1,0,.0595678003152043,.0539822022469696,.1965766891588985,.7836147975207642,-.3313010287045966,.4392654331985358,.0541955433272484,.0541955433272484,.0716530525446121,.0716530525446121,136,81
broad_atlas,dept_pair_02_07,Departments: APURIMAC + HUANUCO,atlas_department_pair,0,2,ab,treat_16,2016,drop_rounding_band,adjacent_categories,p1_mserd,1344,612,383,229,273,339,139,134,244,95,232,313,94,92,0,1,1,1,0,-.3925998125883303,-.4604290324125735,.221326416585788,.0374964974104355,-.8942208377480263,-.0266372270771207,.038107859077103,.038107859077103,.06031849999523,.06031849999523,86,57
broad_atlas,dept_pair_02_07,Departments: APURIMAC + HUANUCO,atlas_department_pair,0,2,ab,treat_23,2023,drop_rounding_band,adjacent_categories,p1_mserd,1344,612,541,71,273,339,234,39,307,32,232,313,94,92,0,1,1,1,0,-.0622142976609534,-.0536701350912099,.1314649935172588,.6830926478116386,-.3113367876128288,.2039965174304091,.0680993979614032,.0680993979614032,.0736842591871386,.0736842591871386,172,101
broad_atlas,dept_pair_02_07,Departments: APURIMAC + HUANUCO,atlas_department_pair,0,2,bc,treat_12,2012,drop_rounding_band,adjacent_categories,p1_mserd,1344,590,229,361,317,273,116,201,113,160,184,232,103,94,0,1,1,1,0,.1772055529165181,.1974381381415802,.2146036370900677,.357565960538024,-.2231772615062565,.6180535377894169,.0133345723658278,.0133345723658278,.0212097505164659,.0212097505164659,90,64
