candidate_id,candidate_label,cutoff,outcome_var,outcome_label,eligible_n,analysis_n,missing_n,n_left,n_right,unique_left,unique_right,clusters_left,clusters_right,support_ok,estimation_rc,tau_cl,tau_bc,se_rb,p_rb,ci_left,ci_right,effective_left,effective_right
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,cd,share_indigenous_language_2007,2007 indigenous-language share,1477,1319,158,648,671,57,245,236,232,1,0,.2281428028919888,.2723509462171322,.1364538357584013,.0459426262966226,.004906342578322,.5397955498559424,136,106
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,cd,share_literate_2007,2007 literacy share,1477,1319,158,648,671,57,245,236,232,1,0,-.00482995171094,-.0076440745200175,.0307900486728193,.8039298023541995,-.0679914610009785,.0527033119609436,254,169
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,cd,urban_2007,Urban community in 2007,1477,1319,158,648,671,57,245,236,232,1,0,-.1279364247385461,-.1639885810453197,.0973839889641766,.0921936883193774,-.3548576920859518,.0268805299953124,133,99
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,cd,wellbeing_core_2007,2007 ecological wellbeing score,1477,1314,163,646,668,57,245,235,231,1,0,-.0544159551384242,-.0664849275175722,.0503993461287719,.1871147915854268,-.1652658307743332,.0322959757391889,162,126
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,de,altitude_m,Altitude in meters,1160,978,182,399,579,12,56,159,230,1,0,214.4828337145045,35.22236927091217,1009.809317577426,.9721752546559741,-1943.967524433812,2014.412262975636,59,72
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,de,ln1p_dist_dist_capital,Log distance to district capital,1160,978,182,399,579,12,56,159,230,1,0,5.937324273602297,6.215269283140977,2.072322135552078,.0027070638911705,2.153592533093773,10.27694603318818,51,40
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,de,ln_population_2007,Log 2007 population,1160,1008,152,406,602,12,56,161,231,1,0,-1.812247586803039,-1.952370886673378,1.112292232110176,.0792134888709244,-4.132423601892989,.2276818285462321,52,41
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,de,share_female_2007,2007 female population share,1160,1008,152,406,602,12,56,161,231,1,0,.0453989171753264,.0407364152150471,.0577563707627754,.4806144370243667,-.0724639913577349,.1539368217878291,54,41
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,de,share_indigenous_language_2007,2007 indigenous-language share,1160,1008,152,406,602,12,56,161,231,1,0,.3139173730883318,.34530352916887,.3786668091892891,.361825162869008,-.3968697789828373,1.087476837320577,60,75
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,de,share_literate_2007,2007 literacy share,1160,1008,152,406,602,12,56,161,231,1,0,-.060757400579643,-.0752545721407536,.0768213768823467,.3272813464737949,-.225821704072931,.0753125597914238,109,120
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,de,urban_2007,Urban community in 2007,1160,1008,152,406,602,12,56,161,231,1,0,-1.362996480643533,-1.489824353030933,.1179160812912044,1.36057529496e-36,-1.72093562555979,-1.258713080502075,52,41
cvr5_no_ayacucho,CVR high-burden departments excluding Ayacucho,de,wellbeing_core_2007,2007 ecological wellbeing score,1160,1006,154,406,600,12,56,161,230,1,0,-.4890333504826296,-.5256008907790992,.0789146504420159,2.73136238492e-11,-.6802707634980182,-.3709310180601803,52,41
cvr6_departments,CVR six high-burden departments,ab,altitude_m,Altitude in meters,2117,1666,451,827,839,520,706,259,239,1,0,-538.0435559494481,-632.1378284013563,442.5885032968251,.153212893677063,-1499.59535483462,235.3196980319078,236,129
cvr6_departments,CVR six high-burden departments,ab,ln1p_dist_dist_capital,Log distance to district capital,2117,1667,450,827,840,520,707,259,239,1,0,.1419899095020329,.1676302375504188,.40733503880653,.68068457970609,-.630731768151605,.9659922432524427,252,138
cvr6_departments,CVR six high-burden departments,ab,ln_population_2007,Log 2007 population,2117,1806,311,875,931,538,772,260,241,1,0,.2906161656934056,.2948046448124817,.2525915987718835,.2431620111282813,-.2002657915778016,.789875081202765,268,151
cvr6_departments,CVR six high-burden departments,ab,share_female_2007,2007 female population share,2117,1806,311,875,931,538,772,260,241,1,0,-.0133788005982276,-.0169604933613235,.0174946119080815,.3323109706870743,-.0512493026246689,.0173283159020218,276,163
cvr6_departments,CVR six high-burden departments,ab,share_indigenous_language_2007,2007 indigenous-language share,2117,1806,311,875,931,538,772,260,241,1,0,-.0534569876833395,-.0440720554302805,.1225425676107039,.7191112006953084,-.2842510745203246,.1961069636597637,215,126
cvr6_departments,CVR six high-burden departments,ab,share_literate_2007,2007 literacy share,2117,1806,311,875,931,538,772,260,241,1,0,.0288563041516705,.0347662594178149,.0353913288598879,.3259331897725383,-.0345994705125783,.1041319893482081,236,136
cvr6_departments,CVR six high-burden departments,ab,urban_2007,Urban community in 2007,2117,1806,311,875,931,538,772,260,241,1,0,-.047947140888043,-.0605415200340058,.0941422000547838,.5201683728581967,-.2450568415667468,.1239738014987352,222,128
cvr6_departments,CVR six high-burden departments,ab,wellbeing_core_2007,2007 ecological wellbeing score,2117,1802,315,875,927,538,769,260,241,1,0,-.0104203498234772,-.0243253214675276,.0386310596568991,.5289020084395244,-.100040807079668,.0513901641446127,172,101
