grid_scope,candidate_id,candidate_label,candidate_type,team_review_eligible,subset_size,candidate_n,complete_2012,complete_2016,complete_2023,complete_early_mid,positive_early_mid,positive_ci_early_mid,strong_early_mid,min_tau_early_mid,min_wald_early_mid,max_p_early_mid,min_effective_early_mid,min_clusters_early_mid,complete_three_horizons,positive_three_horizons,positive_ci_three_horizons,strong_three_horizons,horizon_pattern,min_tau_three_horizons,min_wald_three_horizons,max_p_three_horizons,min_effective_three_horizons,min_clusters_three_horizons,support_ok2012,estimation_rc2012,tau_cl2012,tau_bc2012,se_rb2012,p_rb2012,ci_left2012,ci_right2012,effective_n2012,clusters_left2012,clusters_right2012,robust_wald2012,support_ok2016,estimation_rc2016,tau_cl2016,tau_bc2016,se_rb2016,p_rb2016,ci_left2016,ci_right2016,effective_n2016,clusters_left2016,clusters_right2016,robust_wald2016,support_ok2023,estimation_rc2023,tau_cl2023,tau_bc2023,se_rb2023,p_rb2023,ci_left2023,ci_right2023,effective_n2023,clusters_left2023,clusters_right2023,robust_wald2023,strong_early_2012,strong_mid_2016,strong_late_2023,late_to_early_ratio
broad_atlas,province_cell_024,Province cell: AYACUCHO VICTOR FAJARDO,atlas_province_cell,0,1,67,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,5,7,,0,,,,,,,,,5,7,,0,,,,,,,,,5,7,,0,0,0,
broad_atlas,province_cell_025,Province cell: AYACUCHO VILCAS HUAMAN,atlas_province_cell,0,1,110,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,8,8,,0,,,,,,,,,8,8,,0,,,,,,,,,8,8,,0,0,0,
broad_atlas,province_cell_026,Province cell: CAJAMARCA CAJABAMBA,atlas_province_cell,0,1,71,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,4,1,,0,,,,,,,,,4,1,,0,,,,,,,,,4,1,,0,0,0,
broad_atlas,province_cell_027,Province cell: CAJAMARCA SAN MARCOS,atlas_province_cell,0,1,19,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,1,0,,0,,,,,,,,,1,0,,0,,,,,,,,,1,0,,0,0,0,
broad_atlas,province_cell_028,Province cell: CUSCO ACOMAYO,atlas_province_cell,0,1,5,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,1,1,,0,,,,,,,,,1,1,,0,,,,,,,,,1,1,,0,0,0,
broad_atlas,province_cell_029,Province cell: CUSCO CALCA,atlas_province_cell,0,1,1,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,0,0,,0,0,0,
broad_atlas,province_cell_030,Province cell: CUSCO CANAS,atlas_province_cell,0,1,11,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,0,2,,0,,,,,,,,,0,2,,0,,,,,,,,,0,2,,0,0,0,
broad_atlas,province_cell_031,Province cell: CUSCO CANCHIS,atlas_province_cell,0,1,8,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,1,2,,0,,,,,,,,,1,2,,0,,,,,,,,,1,2,,0,0,0,
broad_atlas,province_cell_032,Province cell: CUSCO CHUMBIVILCAS,atlas_province_cell,0,1,16,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,2,2,,0,,,,,,,,,2,2,,0,,,,,,,,,2,2,,0,0,0,
broad_atlas,province_cell_033,Province cell: CUSCO LA CONVENCION,atlas_province_cell,0,1,104,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,3,3,,0,,,,,,,,,3,3,,0,,,,,,,,,3,3,,0,0,0,
broad_atlas,province_cell_034,Province cell: CUSCO PARURO,atlas_province_cell,0,1,1,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,0,1,,0,,,,,,,,,0,1,,0,,,,,,,,,0,1,,0,0,0,
broad_atlas,province_cell_035,Province cell: HUANCAVELICA ACOBAMBA,atlas_province_cell,0,1,56,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,5,4,,0,,,,,,,,,5,4,,0,,,,,,,,,5,4,,0,0,0,
broad_atlas,province_cell_036,Province cell: HUANCAVELICA ANGARAES,atlas_province_cell,0,1,76,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,6,8,,0,,,,,,,,,6,8,,0,,,,,,,,,6,8,,0,0,0,
broad_atlas,province_cell_037,Province cell: HUANCAVELICA CASTROVIRREYNA,atlas_province_cell,0,1,22,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,3,2,,0,,,,,,,,,3,2,,0,,,,,,,,,3,2,,0,0,0,
broad_atlas,province_cell_038,Province cell: HUANCAVELICA CHURCAMPA,atlas_province_cell,0,1,107,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,8,9,,0,,,,,,,,,8,9,,0,,,,,,,,,8,9,,0,0,0,
broad_atlas,province_cell_039,Province cell: HUANCAVELICA HUANCAVELICA,atlas_province_cell,0,1,92,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,13,7,,0,,,,,,,,,13,7,,0,,,,,,,,,13,7,,0,0,0,
broad_atlas,province_cell_040,Province cell: HUANCAVELICA HUAYTARA,atlas_province_cell,0,1,21,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,5,5,,0,,,,,,,,,5,5,,0,,,,,,,,,5,5,,0,0,0,
broad_atlas,province_cell_041,Province cell: HUANCAVELICA TAYACAJA,atlas_province_cell,0,1,47,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,6,5,,0,,,,,,,,,6,5,,0,,,,,,,,,6,5,,0,0,0,
broad_atlas,province_cell_042,Province cell: HUANUCO AMBO,atlas_province_cell,0,1,122,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,7,7,,0,,,,,,,,,7,7,,0,,,,,,,,,7,7,,0,0,0,
broad_atlas,province_cell_043,Province cell: HUANUCO DOS DE MAYO,atlas_province_cell,0,1,32,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,6,3,,0,,,,,,,,,6,3,,0,,,,,,,,,6,3,,0,0,0,
broad_atlas,province_cell_044,Province cell: HUANUCO HUACAYBAMBA,atlas_province_cell,0,1,10,0,0,0,0,0,0,0,,,,,,0,0,0,0,incomplete,,,,,,0,,,,,,,,,4,1,,0,,,,,,,,,4,1,,0,,,,,,,,,4,1,,0,0,0,
